,0
0,1000000.0
1,999985.6685544637
2,999967.8746607805
3,999865.3631853482
4,998885.3471015041
5,999815.5528657925
6,999613.2859531085
7,1000939.770118382
8,1000925.5308605657
9,1000912.8774076628
10,1002663.0614463582
11,1003277.3932224098
12,1004664.77105521
13,1004749.8027359393
14,1003821.8075889664
15,1003803.5485896231
16,1003788.0962235498
17,1005937.5979512276
18,1005707.9680671644
19,1002481.1479175297
20,997747.6538956376
21,992699.2299774212
22,992686.0358586293
23,992667.8640231554
24,990079.9542968735
25,993328.8481143233
26,989191.1645325976
27,979854.0046263003
28,978006.7079625698
29,977993.4187129877
30,977979.2700101088
31,983031.6305119791
32,985578.9289715205
33,995931.6424836689
34,1009690.5184532176
35,1014181.6904680763
36,1014165.9331720378
37,1014146.7114383779
38,1016006.1333662648
39,1018729.5528509946
40,1019381.1918921251
41,1009537.838456584
42,1025164.1730494286
43,1025151.142744021
44,1025134.5512066081
45,1025772.4074095539
46,1040459.8741440957
47,1044878.8671579802
48,1038266.9412798485
49,1038069.9309230727
50,1038049.0128411107
51,1038029.5969174124
52,1045433.8437778506
53,1042181.5569379556
54,1044558.5031900088
55,1044539.0534880313
56,1045409.30137151
57,1045389.3501732806
58,1045370.5720490424
59,1044833.1657073337
60,1051653.230468286
61,1048189.0610483281
62,1052228.07939108
63,1055644.4198594408
64,1055628.4892691697
65,1055610.978883013
66,1048171.419359541
67,1051306.985380983
68,1045276.1081773756
69,1064523.117148579
70,1071099.8556811144
71,1071079.4324192614
72,1071059.7408580382
73,1074326.0952002956
74,1083222.3000823606
75,1104405.8377705314
76,1108940.483580723
77,1111085.8801665471
