,0
0,1000000.0
1,999997.0606157891
2,999996.0366884265
3,1000125.1866417767
4,999723.8618078051
5,999934.9583112313
6,1000109.5603177914
7,1000813.3911940056
8,1000812.121856287
9,1000810.2775659271
10,1001152.2459520545
11,1001283.0364434156
12,1001668.0801360979
13,1001892.8662877323
14,1000719.7413406356
15,1000714.9030707936
16,1000708.1199854534
17,1000949.9541653648
18,1000040.0846392104
19,998401.6639983716
20,997492.7426652773
21,995575.2043466044
22,995572.0728672853
23,995569.9942416935
24,995349.5026661387
25,996572.0528658378
26,993292.8317107697
27,989749.484305937
28,990146.2847299549
29,990146.1814073648
30,990146.2511317957
31,992801.0484673837
32,994379.3651584366
33,1000827.3920459861
34,1005104.6418356248
35,1006221.0322649295
36,1006220.5101818674
37,1006216.3154243358
38,1007887.5916748219
39,1011266.9454653225
40,1012467.703378999
41,1011507.9659790094
42,1019138.760512892
43,1019136.004752715
44,1019133.0743250416
45,1016396.9206015673
46,1022052.8827901671
47,1023024.0255667624
48,1025571.0866767766
49,1025450.040674446
50,1025444.1606969119
51,1025439.5367597545
52,1028860.1746160608
53,1026795.0631566969
54,1029349.1660339048
55,1029345.5633778925
56,1027785.2510896332
57,1027780.2697108586
58,1027777.8903904253
59,1027213.8256488007
60,1026774.1669859766
61,1025763.0780565039
62,1026644.9196030274
63,1027521.421114622
64,1027517.2711817999
65,1027511.8929042808
66,1023531.0399804318
67,1027304.9424177593
68,1024361.4732788664
69,1035219.732820568
70,1037819.3904261935
71,1037817.4545623807
72,1037812.2818418613
73,1040623.0611956156
74,1046812.2370723006
75,1052376.1016124436
76,1051200.165414318
77,1050958.5326611875
