,0
0,1000000.0
1,1000000.468691647
2,1000000.0058599969
3,1000210.8777047972
4,999961.2228069112
5,1000117.6875924054
6,1000209.0624995071
7,1000587.0135433037
8,1000584.1967928004
9,1000580.381012762
10,1000865.1470426642
11,1000894.5450990484
12,1001148.9516932075
13,1001229.410253322
14,1000932.8836176783
15,1000930.8366943332
16,1000929.0680131826
17,1000965.0720068705
18,1000879.993059815
19,1000537.2585523287
20,1000433.4125252111
21,1000096.0073622899
22,1000094.629388785
23,1000091.3482450332
24,1000138.2245562465
25,1000309.4435577153
26,1000167.088484432
27,1000053.7256159121
28,999862.1826128018
29,999860.5414866499
30,999857.9313895272
31,1000425.3976256001
32,1000857.3564983709
33,1001723.2024567886
34,1002631.0703117858
35,1002863.1208893689
36,1002862.6049182244
37,1002858.6633777403
38,1002877.5048187893
39,1003332.9120624644
40,1003510.4192285328
41,1003487.6017494098
42,1004149.5662001794
43,1004148.928004456
44,1004147.4350691666
45,1004046.5935224787
46,1004325.6138613396
47,1004429.9594680115
48,1004728.3570512576
49,1004767.1073115203
50,1004764.4411474372
51,1004761.1640646465
52,1004884.8848934625
53,1004811.3047698558
54,1004825.7464365981
55,1004822.858543467
56,1004753.4682130001
57,1004751.3885780723
58,1004751.0582088085
59,1004711.4148914351
60,1004678.548796579
61,1004681.1163546109
62,1004657.7088528625
63,1004616.413599979
64,1004617.1653361586
65,1004614.0070079813
66,1004446.4308417592
67,1004839.6959121515
68,1004649.1341033934
69,1005245.0063111772
70,1005385.2363916367
71,1005383.8039886226
72,1005383.41581589
73,1004899.8033080032
74,1005316.6573484025
75,1005963.1489536882
76,1006054.1230281108
77,1006114.6857111666
