,0
0,1000000.0
1,999998.4536240216
2,999993.0344151083
3,999441.2279726741
4,998506.5923509928
5,999069.2726502083
6,999221.3028443623
7,1001155.7219944444
8,1001151.2238217265
9,1001146.9957198803
10,1000487.8118331288
11,1002156.7676914321
12,1003225.4683649974
13,1001683.3105881807
14,1001079.7555696309
15,1001076.5971288728
16,1001070.3153871942
17,1005297.9438791848
18,1005902.8127649493
19,1001476.9417674838
20,1000623.6533908517
21,993692.1004854696
22,993684.9770732808
23,993680.9485538376
24,992631.4306534773
25,998238.7924463213
26,997394.5961491787
27,992280.8642726617
28,995668.5536094484
29,995665.6428051814
30,995658.810879926
31,1000315.0186432545
32,1000942.4360682621
33,1010934.9084962592
34,1017453.1280790953
35,1023356.9182896507
36,1023353.6900229914
37,1023350.3518439975
38,1024226.4461782486
39,1021560.9944163209
40,1020351.0608589693
41,1018479.1748857953
42,1029991.6754168792
43,1029986.2984923017
44,1029979.9373551335
45,1028929.9384269246
46,1044714.5132364993
47,1045745.2659016803
48,1042966.1507326761
49,1045005.4369515782
50,1044998.3733265047
51,1044990.55832873
52,1051970.8575006104
53,1051416.5139749432
54,1054198.5137383835
55,1054191.7125170631
56,1053641.9663137072
57,1053631.3796939547
58,1053622.0040646074
59,1050973.9819920943
60,1055356.8278362073
61,1050148.6137747853
62,1051037.7524969298
63,1060720.4872066001
64,1060717.5695367602
65,1060709.4206842072
66,1044717.4286165911
67,1044214.5648853359
68,1042054.4415494129
69,1063119.7176220748
70,1066225.971039727
71,1066218.5359905225
72,1066207.4206049812
73,1067218.990968484
74,1074073.018978504
75,1092672.081846721
76,1106004.671214859
77,1111350.6103975358
