,0
0,1000000.0
1,999986.2566382852
2,999976.0444556717
3,999777.1143363767
4,995944.0638009665
5,998825.4481501421
6,998726.1796281488
7,1003596.3686144801
8,1003588.1517318347
9,1003581.6096527643
10,1004171.7584958579
11,1006779.4652982788
12,1009263.6318027753
13,1007327.650493745
14,1003732.5021578762
15,1003717.8561112289
16,1003703.8685339747
17,1010183.1962627629
18,1010493.3391021932
19,1000372.148675348
20,996645.9812279902
21,985824.3592222391
22,985814.8377189906
23,985806.426778837
24,981122.2818117348
25,987545.7812639067
26,979267.8053088448
27,965662.3381083435
28,965560.4841296399
29,965547.6253563623
30,965540.8399092243
31,980247.7207387979
32,989208.815224154
33,1010392.5187417268
34,1030415.9316357813
35,1045373.2656438728
36,1045354.4676562208
37,1045333.7043661358
38,1046561.1076907763
39,1053696.2114190925
40,1051063.0693486123
41,1040323.7833720453
42,1068544.8597524725
43,1068533.385717868
44,1068516.8878887873
45,1061087.3968371735
46,1087645.3393971631
47,1099304.9908100711
48,1113099.6517120306
49,1115927.5741833234
50,1115913.9427841045
51,1115892.0173452287
52,1132586.7254441292
53,1116903.2967910673
54,1128876.8422392774
55,1128861.8946726886
56,1128569.5869499273
57,1128552.4381683695
58,1128534.627728235
59,1127230.4603137276
60,1129278.1369688963
61,1134976.6471740096
62,1147326.5024086037
63,1152775.978524181
64,1152751.351745578
65,1152725.617228995
66,1135297.9431784353
67,1137621.313802326
68,1125812.3051200304
69,1162696.100863576
70,1178872.3850104976
71,1178855.7426086047
72,1178827.8591249161
73,1194640.1161869753
74,1201903.4352218697
75,1240378.9588554162
76,1253452.0767226126
77,1258485.0617262642
