,0
0,1000000.0
1,999969.9590289512
2,999942.109616541
3,999559.3482787948
4,997503.0518511436
5,998761.4992796588
6,999199.1611123433
7,1001933.8958207164
8,1001902.7703508487
9,1001873.5075460562
10,1002756.0481431892
11,1005511.0125203794
12,1006661.8768530921
13,1003655.3058767769
14,1001381.3080494786
15,1001345.8998649361
16,1001314.0150038351
17,1006021.1100261692
18,1006211.7153502348
19,994480.8160821183
20,985842.3561726254
21,976792.8022573394
22,976764.4750965894
23,976731.0367652416
24,977313.224736351
25,984626.4796141646
26,974810.1552583349
27,963553.9630725251
28,957151.4747444687
29,957128.5649912804
30,957103.4855349112
31,968068.1540444277
32,971383.8043107695
33,981619.1478691485
34,1004932.4450224653
35,1016373.8599474702
36,1016344.4620409013
37,1016316.7697602968
38,1014324.8703098913
39,1015838.1351392547
40,1015001.144123463
41,1003734.1758219743
42,1022541.0553593661
43,1022507.3667202855
44,1022478.0851250764
45,1027587.4150710056
46,1053917.044555806
47,1070288.0813044158
48,1059373.1619687837
49,1066241.800976122
50,1066241.532977978
51,1066236.5748440393
52,1077328.9833074335
53,1075763.320409209
54,1074636.7296576924
55,1074631.5417175347
56,1078466.8533824203
57,1078460.2413699355
58,1078450.6444209944
59,1076059.897936515
60,1078506.6642278936
61,1079385.5978270501
62,1088712.94221935
63,1105411.6221565285
64,1105410.0831900057
65,1105401.615475079
66,1094046.709934812
67,1093950.211060756
68,1091020.8267876916
69,1107257.9467751165
70,1109884.4249740874
71,1109879.2635934812
72,1109877.8097997468
73,1115849.819743293
74,1115744.520996273
75,1142901.3910968215
76,1158024.4503613622
77,1153625.9546855104
