Stock,MAE,MSE,R²
0,0.042415935546159744,0.0027147065848112106,0.8121154308319092
1,0.05493665114045143,0.00406054500490427,-2.70572829246521
2,0.04573675990104675,0.0029582276474684477,0.4517973065376282
3,0.004573660437017679,2.8634050977416337e-05,0.9181578159332275
4,0.05431903526186943,0.004507923033088446,-4.79032564163208
5,0.011019429191946983,0.00017289700917899609,0.9662123918533325
6,0.04505326971411705,0.0032553947530686855,-1.1372666358947754
7,0.04581667482852936,0.0029799933545291424,0.43120789527893066
8,0.004272320307791233,3.9287911931751296e-05,0.9800514578819275
9,0.04728982597589493,0.0033770210575312376,-0.5045607089996338
10,0.0023814337328076363,8.912766134017147e-06,0.0749545693397522
11,0.01930771954357624,0.0005407484713941813,0.9308844804763794
12,0.04763531684875488,0.003094811225309968,-0.4470822811126709
13,0.04546944424510002,0.0031511669512838125,0.8140923976898193
14,0.05613916739821434,0.004517761059105396,-1.1094293594360352
15,0.006685573607683182,7.567521970486268e-05,0.9289902448654175
16,0.04097861796617508,0.0026894945185631514,0.6081222295761108
17,0.03629729151725769,0.0019703658763319254,-0.25518035888671875
18,0.02763100154697895,0.0011435990454629064,0.6686103343963623
19,0.046375684440135956,0.002965116174891591,-0.02058100700378418
20,0.009536676108837128,0.000125843143905513,0.5376856327056885
21,0.05005957931280136,0.003325539641082287,-3.8125929832458496
22,0.05075978487730026,0.0034753819927573204,-0.479205846786499
23,0.014069377444684505,0.00032075727358460426,0.6871223449707031
24,0.031465619802474976,0.001401432673446834,-0.40750551223754883
25,0.053702935576438904,0.00401398865506053,-0.07185685634613037
26,0.0341610461473465,0.001448831637389958,-2.005164384841919
27,0.05273311212658882,0.004539447370916605,0.28300631046295166
28,0.052489858120679855,0.004254632163792849,-2.4519169330596924
29,0.054273154586553574,0.0041159652173519135,0.0873836874961853
30,0.015332614071667194,0.0005331312422640622,0.9790317416191101
31,0.02987850457429886,0.001219659112393856,-1.866821527481079
32,0.03884365037083626,0.001958458451554179,-1.3367533683776855
33,0.051136646419763565,0.0035179706756025553,-0.19273316860198975
34,0.04031837359070778,0.002382393693551421,-1.3510746955871582
35,0.048051949590444565,0.0033581366296857595,-16.68472671508789
36,0.04034364968538284,0.0023727116640657187,0.02331012487411499
37,0.02823006361722946,0.00124550296459347,0.33720916509628296
38,0.04547363147139549,0.0030019728001207113,0.35169386863708496
39,0.06257015466690063,0.005595272872596979,-1.3222477436065674
40,0.04891100898385048,0.003606837010011077,-4.934323787689209
41,0.0056398785673081875,4.5040829718345776e-05,0.48490267992019653
42,0.03665599599480629,0.002049058210104704,0.5317825675010681
43,0.005716240964829922,8.41275614220649e-05,0.9905201196670532
44,0.03883524611592293,0.002096693031489849,-0.07607221603393555
45,0.008915422484278679,0.00011786878894781694,0.3433203101158142
46,0.05465351417660713,0.004958830773830414,-2.0919387340545654
47,0.04683834686875343,0.0033881221897900105,-0.5301170349121094
