Stock,MAE,MSE,R²
0,0.028753070160746574,0.0011634324910119176,0.9194789528846741
1,0.03481622412800789,0.0017366550164297223,-0.5849034786224365
2,0.022684505209326744,0.000866222137119621,0.8394764065742493
3,0.003575708484277129,1.9093347873422317e-05,0.9454271793365479
4,0.06339713931083679,0.005524972453713417,-6.096703052520752
5,0.007390238810330629,8.600213914178312e-05,0.9831934571266174
6,0.05298764258623123,0.004359373822808266,-1.862062692642212
7,0.03811439871788025,0.002434303518384695,0.5353638529777527
8,0.00375946843996644,2.8119997296016663e-05,0.985722005367279
9,0.03212904930114746,0.0017750199185684323,0.2091771960258484
10,0.002629314549267292,1.1826558875327464e-05,-0.22746455669403076
11,0.021061938256025314,0.0007103648385964334,0.9092050790786743
12,0.029342353343963623,0.0014070412144064903,0.3420909643173218
13,0.03816385567188263,0.0024384683929383755,0.856139063835144
14,0.040744904428720474,0.0024088637437671423,-0.12474465370178223
15,0.005426003597676754,4.3889100197702646e-05,0.9588167071342468
16,0.027895227074623108,0.0011150874197483063,0.8375241160392761
17,0.03920777887105942,0.002255374798551202,-0.43673932552337646
18,0.01874467171728611,0.000566378643270582,0.8358759880065918
19,0.04565780982375145,0.003008377505466342,-0.035471320152282715
20,0.007522593252360821,0.00010459220357006416,0.6157559156417847
21,0.06314419209957123,0.005769035313278437,-7.348725318908691
22,0.04716721922159195,0.0033271219581365585,-0.4161027669906616
23,0.007638317998498678,8.588941273046657e-05,0.9162205457687378
24,0.02336663380265236,0.0008675369899719954,0.12870365381240845
