,0
0,1000000.0
1,999998.0316273114
2,999994.8014713605
3,1000097.5567045731
4,999828.0006919088
5,1000111.188084593
6,1000121.4843244407
7,1000835.4229892656
8,1000830.7324453309
9,1000827.905971316
10,1000954.0672159361
11,1001173.0904702288
12,1001364.3368438144
13,1001265.814785834
14,1000589.8488084531
15,1000586.0251404435
16,1000582.2984378245
17,1000669.38366599
18,1000339.0185247107
19,999519.6178567762
20,998664.0746657046
21,997716.7657530886
22,997710.5529594851
23,997704.5805426242
24,997332.4106610635
25,998445.1988449128
26,996204.2559944147
27,994506.212851601
28,994150.9623552857
29,994146.9106384036
30,994143.5844846343
31,995804.4613840962
32,996110.8097554732
33,999598.9757992622
34,1001551.0766563733
35,1002018.8198457747
36,1002015.8113149669
37,1002012.5671638051
38,1003221.228353391
39,1005333.095819679
40,1005788.0575134339
41,1003704.5445294321
42,1007763.535523952
43,1007760.8463979922
44,1007758.3213429494
45,1006229.4707239711
46,1008921.9347057835
47,1009643.5628062687
48,1008939.04256062
49,1008637.8240210041
50,1008632.8603003905
51,1008628.2301705169
52,1010398.6378923347
53,1009495.8802007659
54,1010747.4348564071
55,1010742.3955418328
56,1009603.6340179264
57,1009599.5379237697
58,1009595.7030782731
59,1009382.1481651241
60,1008900.7291912875
61,1008010.5784664368
62,1009604.5743793703
63,1011004.193014725
64,1010999.689790739
65,1010995.7025880985
66,1008281.920594218
67,1011983.8521355495
68,1010915.2015882801
69,1018452.7764336311
70,1020753.0861995841
71,1020747.6821797142
72,1020742.5990166953
73,1021200.8480750888
74,1025309.3590931434
75,1029520.5268458201
76,1030413.1589180748
77,1030883.4402792582
