,0
0,1000000.0
1,999992.3874357877
2,999977.5400348927
3,999302.0262759569
4,997654.111821505
5,998508.4671997591
6,997580.9657138253
7,998468.2186800232
8,998450.7689201587
9,998433.3777559054
10,1000484.7911831345
11,1003353.4443369249
12,1003588.7376460393
13,1001916.1866007755
14,1000804.883833584
15,1000787.7846841323
16,1000777.6639112127
17,1005246.3174218831
18,1007043.8036287065
19,1002551.5901355456
20,997721.5842254919
21,991293.7104254104
22,991279.707097124
23,991265.6747873258
24,986351.5725766981
25,993270.0989663259
26,983914.8917940906
27,975736.3133405106
28,978345.812488258
29,978334.8900965481
30,978323.392133464
31,985698.4738524811
32,994925.2033379377
33,1001786.0181637574
34,1020276.8672518723
35,1029228.504072859
36,1029215.9034230681
37,1029202.4827692802
38,1027650.0666960931
39,1033128.9210116831
40,1027596.5463135527
41,1016328.7941810142
42,1031955.0121450579
43,1031941.1466373268
44,1031929.2872307404
45,1033960.1632475689
46,1061013.7670834453
47,1094416.5337696967
48,1091871.187421586
49,1093616.937844661
50,1093591.6767773558
51,1093569.9949076707
52,1100497.2941315884
53,1102377.921781809
54,1103462.6566122246
55,1103441.840640641
56,1107501.6866894811
57,1107482.3005718593
58,1107452.4769316562
59,1106639.3991486416
60,1114030.718950645
61,1115908.8393399215
62,1121707.1587110232
63,1130029.0679822408
64,1130008.0647562516
65,1129983.5448920839
66,1116923.7602819654
67,1116814.7562088873
68,1112421.951523488
69,1133148.7818357828
70,1138067.922700379
71,1138050.724403954
72,1138029.7532585345
73,1160105.7756669973
74,1159924.3988588501
75,1183326.3734212127
76,1199517.3791068504
77,1201967.148078529
