Stock,MAE,MSE,R²
0,0.016835903748869896,0.000562157656531781,0.9974116683006287
1,0.0320027694106102,0.0016374295810237527,0.8979718089103699
2,0.01837024837732315,0.0005423128022812307,0.9930676817893982
3,0.016613075509667397,0.00039618180016987026,0.9400351643562317
4,0.03117709420621395,0.0015693588647991419,0.8576759696006775
5,0.013510552234947681,0.0003170680138282478,0.9969767332077026
6,0.03251340240240097,0.001729775802232325,0.925168514251709
7,0.025335747748613358,0.0010330451186746359,0.9906100034713745
8,0.01660621538758278,0.0004318373103160411,0.9846280217170715
9,0.06544031202793121,0.0059805517084896564,0.841861367225647
10,0.013234296813607216,0.00024931179359555244,-2.3272969722747803
11,0.012253355234861374,0.00031451473478227854,0.9981126189231873
12,0.022504929453134537,0.0006985252839513123,0.9775286912918091
13,0.032566145062446594,0.0017839764477685094,0.9931741952896118
14,0.023312563076615334,0.0009508731891401112,0.9619014859199524
15,0.021527905017137527,0.0006844365270808339,0.939347505569458
16,0.005648922175168991,5.603077806881629e-05,0.9996074438095093
17,0.026682984083890915,0.001048222417011857,0.9522247910499573
18,0.006687958724796772,0.00010894754086621106,0.9987190961837769
19,0.024057133123278618,0.0009590950212441385,0.9862507581710815
20,0.01879756711423397,0.0005384512478485703,0.8631691932678223
21,0.023977000266313553,0.0008705070940777659,0.90630704164505
22,0.03755960986018181,0.0023036582861095667,0.9579240679740906
23,0.01368530374020338,0.00028191422461532056,0.9924805760383606
24,0.001971364952623844,7.696013199165463e-06,0.9996653199195862
25,0.025539064779877663,0.000969788059592247,0.9835346341133118
26,0.017236769199371338,0.0004244417359586805,0.9448633193969727
27,0.05391982942819595,0.00467352569103241,0.9578266143798828
28,0.042635753750801086,0.002767327008768916,0.8949294090270996
29,0.021328411996364594,0.0007621616241522133,0.9894907474517822
30,0.009874967858195305,0.00021055193792562932,0.9994811415672302
31,0.011734959669411182,0.0002154985413653776,0.9762372970581055
32,0.02560751885175705,0.0009617023752070963,0.9191025495529175
33,0.023280128836631775,0.0008129292400553823,0.9845439791679382
34,0.016161002218723297,0.0004402211925480515,0.9828803539276123
35,0.03338341414928436,0.0017660511657595634,0.411010205745697
36,0.023274237290024757,0.000785281416028738,0.9798843264579773
37,0.018382055684924126,0.0005627668579109013,0.9805890321731567
38,0.030869148671627045,0.0014288184465840459,0.975210964679718
39,0.04297560080885887,0.0029773409478366375,0.9429380893707275
40,0.02487569861114025,0.0009146816446445882,0.8867560625076294
41,0.013287214562296867,0.0002731224230956286,0.8060577511787415
42,0.02292010374367237,0.0008690824615769088,0.9893220663070679
43,0.026640858501195908,0.0012305082054808736,0.9937345385551453
44,0.02590963989496231,0.0010472973808646202,0.9756203293800354
45,0.01103584747761488,0.00019926895038224757,0.8981609344482422
46,0.02558884397149086,0.000972681911662221,0.9435480237007141
47,0.02487844228744507,0.0009703256073407829,0.9669750928878784
