,0
0,1000000.0
1,999989.3808205153
2,999984.2101815556
3,1000038.9214866708
4,998019.0917677603
5,1000462.0433473478
6,999841.0345743018
7,1001346.6572080983
8,1001336.6149103664
9,1001326.7861050455
10,1001394.2831387166
11,1003956.2003098986
12,1005868.093758164
13,1004840.7172052613
14,1003165.9327846308
15,1003155.9026695361
16,1003152.3461040397
17,1007027.5772332114
18,1006561.8179096903
19,1000640.7492598525
20,995973.8421683506
21,988454.349016137
22,988450.1387357323
23,988447.967401223
24,988726.3322525333
25,997217.6660448889
26,988048.0526137573
27,982681.0393269951
28,976191.6992175378
29,976180.7445808288
30,976174.7543827245
31,983454.1544822308
32,985423.2492057228
33,992754.7399730155
34,1006702.4808100666
35,1013955.454813223
36,1013943.6496847125
37,1013935.788756423
38,1014881.8240796025
39,1018048.3241150148
40,1015237.8515841942
41,1007447.73341337
42,1024402.1018300765
43,1024391.6038815312
44,1024385.6444466177
45,1028549.5595451951
46,1045389.5331150589
47,1055880.6891367612
48,1027711.6695754904
49,1028896.933060417
50,1028883.8219914685
51,1028875.5535115
52,1034596.6176891886
53,1033961.4898911074
54,1034522.2472278972
55,1034510.7619303291
56,1039155.501231464
57,1039141.758024934
58,1039129.499021263
59,1039925.8260471966
60,1048071.879191749
61,1042191.539392161
62,1043624.49408246
63,1044901.1298086348
64,1044887.4244040772
65,1044877.1778714532
66,1035561.1884999303
67,1041138.5013917658
68,1035708.3758088284
69,1047669.6769829678
70,1048537.8356080208
71,1048531.0839130736
72,1048514.1932566848
73,1051229.1997744138
74,1057077.7265538618
75,1082923.3435368794
76,1093516.331392198
77,1096170.8567551735
