,0
0,1000000.0
1,999995.6827653552
2,999987.7813804436
3,999902.4458489739
4,998619.4126390469
5,1000001.4268766391
6,1000146.9616167805
7,1001454.2613294744
8,1001446.0447434956
9,1001440.7291087229
10,1001965.3143621592
11,1003625.9452530618
12,1003797.2233094189
13,1001963.6039369655
14,1001226.9254932854
15,1001219.5356764822
16,1001211.5960151954
17,1004507.5923790198
18,1005617.3710586509
19,1001346.5216767996
20,995508.9797620841
21,988715.0588481405
22,988705.1014847516
23,988693.7225571062
24,986023.0755117079
25,992418.3473601693
26,986940.6480513777
27,982081.2264653138
28,972488.195939594
29,972483.269985439
30,972476.6448583128
31,979156.187225233
32,979111.4291554191
33,985376.4752631474
34,1000271.5966316737
35,1006204.9529952628
36,1006199.9302244736
37,1006195.4461853079
38,1007088.8600420924
39,1004322.7576070703
40,996794.1091722173
41,987674.1791806595
42,1002210.0717671886
43,1002198.2098914775
44,1002189.7696135417
45,1009427.3391675621
46,1029693.845763989
47,1040064.7289657779
48,1006380.5311973217
49,1010978.7989670903
50,1010969.4998631692
51,1010958.1575994702
52,1015491.9337678989
53,1019722.8900739027
54,1018765.9235043294
55,1018755.3257489249
56,1025243.404651397
57,1025235.5981116035
58,1025221.4587068645
59,1023166.6584970255
60,1029554.296149434
61,1020621.5918664001
62,1026716.8119486731
63,1038495.0980194947
64,1038481.1353211852
65,1038468.3457651918
66,1028133.1305322434
67,1025153.7681438562
68,1026097.9845123312
69,1037453.789426982
70,1037548.2470526329
71,1037536.4560204674
72,1037523.1770208771
73,1037133.049080077
74,1040107.4785994027
75,1076803.5923886732
76,1095139.95075629
77,1098663.9601136744
