Stock,MAE,MSE,R²
0,0.017246415838599205,0.000551615608856082,0.9974601864814758
1,0.027245527133345604,0.0012832883512601256,0.9200383424758911
2,0.01932184398174286,0.0006399999838322401,0.9918189644813538
3,0.01804998889565468,0.00046094279969111085,0.9302331209182739
4,0.062221843749284744,0.005224615801125765,0.5261833667755127
5,0.02293318882584572,0.0008562189759686589,0.9918359518051147
6,0.03621688857674599,0.002010743599385023,0.9130135774612427
7,0.026566416025161743,0.001096841529943049,0.9900301098823547
8,0.025981247425079346,0.0009670282015576959,0.9655770063400269
9,0.04953908547759056,0.003973673097789288,0.8949275016784668
10,0.009110144339501858,0.00012018615962006152,-0.6039958000183105
11,0.01083301566541195,0.00024283549282699823,0.9985427856445312
12,0.024020511656999588,0.0009671609150245786,0.9688867926597595
13,0.02262098900973797,0.000855648482684046,0.9967261552810669
14,0.03304819390177727,0.0018195471493527293,0.927096426486969
15,0.019026385620236397,0.0005710726836696267,0.9493934512138367
16,0.00629958463832736,8.826639532344416e-05,0.9993816614151001
17,0.022856183350086212,0.0008323307847604156,0.9620645642280579
18,0.006246501114219427,7.935489702504128e-05,0.9990670084953308
19,0.034616079181432724,0.0017263161716982722,0.9752521514892578
20,0.010362664237618446,0.00015995872672647238,0.9593514204025269
21,0.03260144591331482,0.0016586955171078444,0.8214740753173828
22,0.0376335084438324,0.002198346657678485,0.9598475694656372
23,0.013180999085307121,0.0002623781037982553,0.9930016398429871
24,0.002408997155725956,1.0157305950997397e-05,0.9995583295822144
