,0
0,1000000.0
1,999995.5752921333
2,999993.2918990527
3,999919.0144496552
4,998128.7769292152
5,999166.5867483453
6,998604.5164055382
7,999815.9210741177
8,999810.3274085419
9,999803.5187503813
10,1000627.9550976001
11,1001631.4112006567
12,1002463.761605986
13,1000632.2880747083
14,999146.1702580703
15,999136.3850263164
16,999125.8608094993
17,1000945.4990256726
18,999064.1677269307
19,995631.2947351874
20,992766.7540752057
21,989412.7775874245
22,989402.551222443
23,989400.64794852
24,988421.6274032829
25,992559.7727997468
26,988537.4447868046
27,982980.451896233
28,980657.7943038145
29,980655.553883485
30,980649.1917103634
31,986473.5578622622
32,986818.8981553069
33,992784.3203250215
34,1001805.0072870348
35,1004039.2347147061
36,1004036.3322028933
37,1004032.1936393986
38,1006424.1704775068
39,1009824.1714355533
40,1010757.7939602548
41,1005385.7103989606
42,1014044.3736674155
43,1014035.8360350792
44,1014029.771501129
45,1012677.4876415934
46,1020959.4054194029
47,1026078.3377739819
48,1023740.8728525846
49,1021561.6612383907
50,1021552.1839756551
51,1021546.1835405331
52,1027956.1354693209
53,1028412.5631018651
54,1036358.4103704069
55,1036350.9726331126
56,1038153.8291996077
57,1038142.1448981857
58,1038132.6012464341
59,1037508.4286295407
60,1035683.7144593559
61,1031602.4707957358
62,1037693.4787138045
63,1038528.7089506763
64,1038516.5144562385
65,1038505.1943770623
66,1030680.5516755887
67,1037384.2778481446
68,1033353.4036360894
69,1043339.1114735438
70,1044381.6723491594
71,1044377.3411474557
72,1044368.800386833
73,1043952.47419177
74,1051707.6323980517
75,1064596.2887306032
76,1059923.774517397
77,1059252.087234028
