,0
0,1000000.0
1,999988.4387298127
2,999976.1531090975
3,999964.0133714108
4,998994.9228580367
5,999485.0658947269
6,999245.7866608432
7,1000494.0526463295
8,1000480.1035999049
9,1000465.2789579635
10,1001140.4036560701
11,1001887.6827279627
12,1001871.211647251
13,1001188.2329853908
14,1000566.524158747
15,1000551.3162196729
16,1000534.2171290545
17,1002424.7184751173
18,1003059.3717011227
19,1000714.3815706804
20,999555.5639399025
21,995431.805884607
22,995416.160274359
23,995399.3087673896
24,993323.4263115742
25,996768.1868541776
26,995211.5661433081
27,988951.6114088189
28,983805.1859664491
29,983787.6865963942
30,983771.8545994962
31,991873.809049796
32,992972.0199231305
33,1000195.807442509
34,1008907.9001318894
35,1010914.3335686091
36,1010900.5187846264
37,1010882.8554824415
38,1013745.2528017992
39,1016197.27306207
40,1017067.2690175122
41,1012877.1711476987
42,1024487.448194531
43,1024470.807014444
44,1024454.5728411535
45,1022535.7595458364
46,1032855.9444125406
47,1034584.6387972812
48,1035461.0380994094
49,1036281.8105117719
50,1036266.3181989917
51,1036252.8961696845
52,1042196.914356729
53,1040146.8802307434
54,1044427.5402894614
55,1044406.8126520279
56,1043917.6611807699
57,1043894.847952542
58,1043876.5865170045
59,1042922.3521283432
60,1045824.0557700945
61,1041438.3825473643
62,1047725.387698188
63,1052873.3835981642
64,1052853.4046437733
65,1052837.9490245758
66,1044860.1072680654
67,1047926.7002745885
68,1044477.2103713743
69,1059215.1034016106
70,1066275.2885198537
71,1066256.9530214928
72,1066237.7751398413
73,1066371.6944457497
74,1076298.0311444951
75,1090484.2215980866
76,1095924.2705832985
77,1097313.090568797
