Stock,MAE,MSE,R²
0,0.04864083230495453,0.003518258687108755,0.7565016746520996
1,0.05270516499876976,0.004133997950702906,-2.7727625370025635
2,0.04111262410879135,0.0022896432783454657,0.5756956934928894
3,0.004615608602762222,3.298641604487784e-05,0.9057178497314453
4,0.043516114354133606,0.0025248981546610594,-2.2431750297546387
5,0.011514289304614067,0.00019600699306465685,0.9616962671279907
6,0.05501751974225044,0.00438175443559885,-1.8767564296722412
7,0.04091230407357216,0.0025039708707481623,0.5220664739608765
8,0.004111198708415031,3.852647932944819e-05,0.9804380536079407
9,0.059637777507305145,0.005462406203150749,-1.4336600303649902
10,0.0038509152363985777,2.0830171706620604e-05,-1.1619389057159424
11,0.02044845186173916,0.0006133368005976081,0.9216066598892212
12,0.05919404327869415,0.005523546598851681,-1.5827183723449707
13,0.04887769743800163,0.0038255471736192703,0.7743064165115356
14,0.057176318019628525,0.004667728673666716,-1.1794521808624268
15,0.005915283691138029,5.862633406650275e-05,0.9449880719184875
16,0.032607827335596085,0.0014828993007540703,0.7839314341545105
17,0.03839826583862305,0.002284719841554761,-0.4554330110549927
18,0.02433082088828087,0.0009460814762860537,0.725846529006958
19,0.05398978665471077,0.0039014630019664764,-0.3428678512573242
20,0.010270803235471249,0.00014994805678725243,0.4491305947303772
21,0.05666806921362877,0.0048997169360518456,-6.090681552886963
22,0.05095020681619644,0.003406564937904477,-0.44991564750671387
23,0.01408672146499157,0.0002761920914053917,0.7305927872657776
24,0.03234880790114403,0.0013726495672017336,-0.3785977363586426
