Stock,MAE,MSE,R²
0,0.014425018802285194,0.00037969977711327374,0.998251736164093
1,0.028585970401763916,0.0013284928863868117,0.9172216653823853
2,0.0360446460545063,0.0018541400786489248,0.9762988090515137
3,0.021800655871629715,0.0006510537932626903,0.9014585018157959
4,0.03931114450097084,0.0022272903006523848,0.7980086803436279
5,0.021853014826774597,0.0007853001006878912,0.9925121665000916
6,0.029330024495720863,0.0012078247964382172,0.9477485418319702
7,0.0225121658295393,0.0009095275891013443,0.9917327165603638
8,0.018202107399702072,0.00047179762623272836,0.9832055568695068
9,0.04359273985028267,0.0028540820349007845,0.9245319366455078
10,0.0104678301140666,0.00017037974612321705,-1.2738757133483887
11,0.016203396022319794,0.0005369577556848526,0.9967777729034424
12,0.02462766319513321,0.0008922879351302981,0.9712954163551331
13,0.03497711941599846,0.0018282834207639098,0.9930046796798706
14,0.027815164998173714,0.0012730391463264823,0.9489932656288147
15,0.02644335851073265,0.0011169357458129525,0.901020884513855
16,0.005946356803178787,6.152948481030762e-05,0.9995689392089844
17,0.026351740583777428,0.001018646638840437,0.9535727500915527
18,0.005852370522916317,6.75572082400322e-05,0.9992057085037231
19,0.02150844782590866,0.0007142265094444156,0.9897611141204834
20,0.021968377754092216,0.0006867058109492064,0.8254948854446411
21,0.033045295625925064,0.001630079816095531,0.8245539665222168
22,0.026252424344420433,0.0011414923937991261,0.9791508316993713
23,0.011659398674964905,0.00021801370894536376,0.9941849708557129
24,0.002009917050600052,6.7181545091443695e-06,0.9997078776359558
