,0
0,1000000.0
1,999999.942914182
2,999996.2650880865
3,1000157.6916396982
4,999805.0085406703
5,999881.572660294
6,999962.4776574502
7,1000165.8046207622
8,1000163.5901075664
9,1000161.2443010042
10,1000254.4117328448
11,1000363.5763456081
12,1000542.6461679718
13,1000561.4031900506
14,1000208.1569208523
15,1000205.5567812287
16,1000201.6793032847
17,1000091.62794542
18,1000032.7154618782
19,999600.4464037736
20,998755.0711186061
21,998249.9538161836
22,998246.5033125924
23,998242.8142291496
24,997995.5238101967
25,998756.2702204159
26,997054.0387837432
27,994931.7408474708
28,994045.2886728975
29,994042.9725873654
30,994039.469225842
31,995957.5032566603
32,996314.8299485175
33,999919.2157208717
34,1002083.1459018155
35,1001606.9487905406
36,1001605.0276232221
37,1001601.5386433392
38,1002946.3404810578
39,1005221.8246351435
40,1005906.2913830522
41,1003667.80494393
42,1008064.6873682569
43,1008063.1251127812
44,1008058.0642869691
45,1006532.499408111
46,1008757.0933043935
47,1009426.0501920467
48,1010444.260586511
49,1010244.9187776017
50,1010241.6193386916
51,1010240.4315919302
52,1012093.6806144336
53,1011383.002809403
54,1012162.8488875213
55,1012159.2276497841
56,1010629.278568347
57,1010625.740585322
58,1010619.3520735886
59,1010534.5891318165
60,1010599.3622810392
61,1009513.6171383319
62,1012251.5581581569
63,1014322.9808654302
64,1014317.805376332
65,1014314.6707561278
66,1011905.3229661268
67,1017572.968846322
68,1016922.8900709264
69,1021773.1678583323
70,1024675.5978888619
71,1024669.7738810066
72,1024667.3736262921
73,1022508.132331331
74,1026615.5009081662
75,1032368.8110639743
76,1033027.9641277719
77,1031658.730769877
