,0
0,1000000.0
1,999987.5074543087
2,999970.6194074551
3,999788.8177894523
4,998792.9358412995
5,999231.5387443736
6,999022.5352580657
7,1000577.003948254
8,1000559.4163367851
9,1000542.6035954022
10,1001619.2494954787
11,1002920.56877579
12,1002880.0045785535
13,1000720.7792025638
14,999736.6694106299
15,999720.5979911976
16,999704.9460118535
17,1001906.7925316809
18,1002135.7622348234
19,998246.1894658715
20,994515.3851370468
21,988983.9484176212
22,988964.7777427661
23,988946.1207978769
24,986442.4677084667
25,991563.8419870848
26,985975.1932658507
27,977771.3818813915
28,974013.238793855
29,974000.2262727184
30,973984.2769766392
31,978406.6812025444
32,980466.6147703208
33,984116.889986479
34,997983.9229556284
35,1000391.6892120009
36,1000374.8398791392
37,1000357.8928249328
38,1001434.9369432839
39,999618.0896308911
40,997766.3220175593
41,991157.8729376278
42,1003264.3954234563
43,1003249.5914237846
44,1003230.6669688195
45,1005087.5188475712
46,1019540.9680121318
47,1024288.1653756916
48,1019510.1747017022
49,1023046.8346132548
50,1023032.3829484258
51,1023013.4893865762
52,1029938.7608148623
53,1031406.2080439107
54,1032567.9017128141
55,1032549.9973210735
56,1033136.2434224954
57,1033120.7526232618
58,1033104.71096649
59,1028671.7230718895
60,1032277.7916080209
61,1025833.2268938122
62,1030233.1001368253
63,1037267.404206072
64,1037251.4730925577
65,1037232.6031368225
66,1028627.2908310099
67,1026728.5334356652
68,1024260.5646969469
69,1035625.3550653985
70,1040990.4134055999
71,1040973.6327157004
72,1040955.9215477199
73,1041891.3410495382
74,1046269.5138559265
75,1061874.1257262137
76,1076411.3302808474
77,1074591.5734540534
